id;fee;tags;amount;source;balance;created;senderId;externalId;receiverId;description
"68898378913408283382797572576699";"50";"";"-12002";"transfer/5691039049318400";"18040";"2024-09-10T09:07:09.677189+00:00";"6039818934943744";"1725103127320x806187138844563800";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"18565891853188880565948195706352";"50";"";"-5501";"transfer/4761094005456896";"30092";"2024-09-10T09:01:47.059283+00:00";"6039818934943744";"1725484174844x249323584554256500";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"25347518110473398205750354930566";"200";"invoice|invoice #1234";"17000";"boleto/5292239695642624";"35643";"2024-09-10T08:51:05.445481+00:00";"starkbank";"Ym9sZXRvLzUyOTIyMzk2OTU2NDI2MjQ=";"6039818934943744";"Boleto pago em nome de Letícia Pereira Sales "
"52346857081667239640159945670778";"200";"invoice|invoice #1234";"5999";"boleto/5059452795355136";"18843";"2024-09-10T08:50:41.489308+00:00";"starkbank";"Ym9sZXRvLzUwNTk0NTI3OTUzNTUxMzY=";"6039818934943744";"Boleto pago em nome de Fabiane Alves"
"14074284542023394192668981063132";"200";"invoice|invoice #1234";"12500";"boleto/5412956118450176";"13044";"2024-09-10T08:40:51.297566+00:00";"starkbank";"Ym9sZXRvLzU0MTI5NTYxMTg0NTAxNzY=";"6039818934943744";"Boleto pago em nome de JESSICA NAOMI AKUTAGAWA"
"19568415741287410784315107244800";"50";"";"-9002";"transfer/5930862641152000";"744";"2024-09-07T08:43:58.151591+00:00";"6039818934943744";"1725646699223x624392742721107300";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"21214980402705498008217562325659";"200";"invoice|invoice #1234";"9500";"boleto/4827343501656064";"9796";"2024-09-07T08:40:27.430868+00:00";"starkbank";"Ym9sZXRvLzQ4MjczNDM1MDE2NTYwNjQ=";"6039818934943744";"Boleto pago em nome de Livia Alves Pereira"
"62333629548251281932206052889750";"50";"";"-8502";"transfer/5588065329348608";"496";"2024-09-04T08:40:33.033666+00:00";"6039818934943744";"1725056937758x538316255490112200";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"56710008360125287040940119003673";"200";"invoice|invoice #1234";"9000";"boleto/5303578803568640";"9048";"2024-09-04T08:40:23.342937+00:00";"starkbank";"Ym9sZXRvLzUzMDM1Nzg4MDM1Njg2NDA=";"6039818934943744";"Boleto pago em nome de Átila de Oliveira Leite"
"21250867642173485627515747539631";"50";"";"-4502";"transfer/6300081115365376";"248";"2024-09-04T08:38:19.077178+00:00";"6039818934943744";"1725381911342x551756537972528640";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"31327711320128000351770576652466";"200";"invoice|invoice #1234";"5000";"boleto/4684824944050176";"4800";"2024-09-04T08:30:49.590262+00:00";"starkbank";"Ym9sZXRvLzQ2ODQ4MjQ5NDQwNTAxNzY=";"6039818934943744";"Boleto pago em nome de Shirley Maria Correia"
"24093102451191977020365212856107";"50";"";"-7502";"transfer/5753195379818496";"2875";"2024-10-04T08:38:58.898090+00:00";"6039818934943744";"1727968684780x701626872469389300";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"62513138006429383948037798372391";"200";"invoice|invoice #1234";"8000";"boleto/6344677802377216";"10427";"2024-10-04T08:31:06.097998+00:00";"starkbank";"Ym9sZXRvLzYzNDQ2Nzc4MDIzNzcyMTY=";"6039818934943744";"Boleto pago em nome de Alexia Vitória Pereira Simão "
"74034471745791740971657125168897";"50";"";"-9502";"transfer/6578249655123968";"2627";"2024-10-03T08:41:44.535648+00:00";"6039818934943744";"1725644899046x394862459558942300";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"38378389108918378252444290138947";"50";"";"-3547";"transfer/6260540455256064";"12179";"2024-10-03T08:41:10.707863+00:00";"6039818934943744";"1727367341425x536070408148456800";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"49402250352708789978816715243416";"200";"invoice|invoice #1234";"10000";"boleto/6383092291862528";"15776";"2024-10-03T08:41:05.606628+00:00";"starkbank";"Ym9sZXRvLzYzODMwOTIyOTE4NjI1Mjg=";"6039818934943744";"Boleto pago em nome de Mikaele Duarte Oliveira"
"22136793892848169142449068112031";"200";"invoice|invoice #1234";"4045";"boleto/5580866925363200";"5976";"2024-10-03T08:40:50.672370+00:00";"starkbank";"Ym9sZXRvLzU1ODA4NjY5MjUzNjMyMDA=";"6039818934943744";"Boleto pago em nome de Carlos Alexandre de sousa"
"16748790505194650101522429638188";"50";"";"-7002";"transfer/6488189291200512";"2131";"2024-10-03T08:36:47.031838+00:00";"6039818934943744";"1727877689272x934062237880420000";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"96821194474936542289928441804887";"200";"invoice|invoice #1234";"7500";"boleto/5100350145036288";"9183";"2024-10-03T08:30:43.853724+00:00";"starkbank";"Ym9sZXRvLzUxMDAzNTAxNDUwMzYyODg=";"6039818934943744";"Boleto pago em nome de Brenda emanuelle santos de souza"
"40935050256556851371829229328863";"50";"";"-16502";"transfer/5274775801823232";"1883";"2024-10-01T09:02:40.584273+00:00";"6039818934943744";"1724796077468x452391761996578940";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"38075652516049420200143979134774";"200";"invoice|invoice #1234";"17000";"boleto/6107175380320256";"18435";"2024-10-01T08:50:53.436727+00:00";"starkbank";"Ym9sZXRvLzYxMDcxNzUzODAzMjAyNTY=";"6039818934943744";"Boleto pago em nome de Delia Villarroel Castellon"
"25637391899437509417223897232308";"2730";"fee";"0";"boleto-issuing";"1635";"2024-09-30T19:34:18.527012+00:00";"6039818934943744";"6039818934943744/boleto/2024-09/2730";"starkbank";"Tarifa por 182 Boletos(s) processado(s) de 31/08/2024 a 29/09/2024"
"46982797005483456897653273606981";"50";"";"-9609";"transfer/4587180746866688";"4365";"2024-09-27T08:38:32.247141+00:00";"6039818934943744";"1725020441316x195287784009133380";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"40874147080178851795773531762689";"200";"invoice|invoice #1234";"10107";"boleto/6634331403452416";"14024";"2024-09-27T08:31:09.762930+00:00";"starkbank";"Ym9sZXRvLzY2MzQzMzE0MDM0NTI0MTY=";"6039818934943744";"Boleto pago em nome de Fernanda Alexandre dos Santos"
"63813660598794085639295487239270";"50";"";"-8322";"transfer/5330799304900608";"4117";"2024-09-24T09:25:57.165435+00:00";"6039818934943744";"1725056949939x483817823246343500";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"60012650964414950826775321905789";"50";"";"-12151";"transfer/6126072092426240";"12489";"2024-09-24T09:13:23.974915+00:00";"6039818934943744";"1724692092100x246048508798076600";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"28099238472454502407401592655635";"200";"invoice|invoice #1234";"8820";"boleto/4958397281599488";"24690";"2024-09-24T09:10:41.918241+00:00";"starkbank";"Ym9sZXRvLzQ5NTgzOTcyODE1OTk0ODg=";"6039818934943744";"Boleto pago em nome de Átila de Oliveira Leite"
"98199258929058834568209470413634";"50";"";"-10633";"transfer/6170001554800640";"16070";"2024-09-24T09:09:22.412013+00:00";"6039818934943744";"1724173656234x989039592446861300";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"73643268218138277094022504851190";"200";"invoice|invoice #1234";"12649";"boleto/5279016590245888";"26753";"2024-09-24T08:50:22.087525+00:00";"starkbank";"Ym9sZXRvLzUyNzkwMTY1OTAyNDU4ODg=";"6039818934943744";"Boleto pago em nome de Alexia Vitória Pereira Simão"
"59363630027094261016518040643460";"200";"invoice|invoice #1234";"11131";"boleto/6298851843506176";"14304";"2024-09-24T08:40:52.923600+00:00";"starkbank";"Ym9sZXRvLzYyOTg4NTE4NDM1MDYxNzY=";"6039818934943744";"Boleto pago em nome de Erika Castro de Oliveira"
"83121159013910070076025645288711";"50";"";"-9502";"transfer/5651560011923456";"3373";"2024-09-21T08:41:35.143256+00:00";"6039818934943744";"1726158286469x781495854827498100";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"20386367590872595550988599275493";"200";"invoice|invoice #1234";"10000";"boleto/6675301767577600";"12925";"2024-09-21T08:40:56.957803+00:00";"starkbank";"Ym9sZXRvLzY2NzUzMDE3Njc1Nzc2MDA=";"6039818934943744";"Boleto pago em nome de Lenilson Lima dos Santos"
"52937743765651437948853989736998";"50";"";"-11502";"transfer/5302236497313792";"3125";"2024-09-21T08:38:51.413799+00:00";"6039818934943744";"1726846560266x978108952664047600";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"16888766813825794130618324875942";"50";"";"-22835";"transfer/6021285493604352";"14677";"2024-09-21T08:38:08.725475+00:00";"6039818934943744";"1724172259400x266916487818181340";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"25477897107374075780462554781862";"200";"invoice|invoice #1234";"12000";"boleto/5422043195506688";"37562";"2024-09-21T08:31:07.609390+00:00";"starkbank";"Ym9sZXRvLzU0MjIwNDMxOTU1MDY2ODg=";"6039818934943744";"Boleto pago em nome de Ana Paula Saveli"
"59698946410940961790419234873635";"200";"invoice|invoice #1234";"23333";"boleto/5298931648954368";"25762";"2024-09-21T08:30:05.403181+00:00";"starkbank";"Ym9sZXRvLzUyOTg5MzE2NDg5NTQzNjg=";"6039818934943744";"Boleto pago em nome de Cezar Augusto de Oliveira de Jesus"
"26438482825064323447283076141321";"50";"";"-26652";"transfer/6203608281382912";"5752";"2024-10-18T08:41:03.603089+00:00";"6039818934943744";"1727121983040x417309795274869900";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"35631883301531748456125733555089";"200";"invoice|invoice #1234";"27150";"boleto/4987672315559936";"32454";"2024-10-18T08:40:54.856846+00:00";"starkbank";"Ym9sZXRvLzQ5ODc2NzIzMTU1NTk5MzY=";"6039818934943744";"Boleto pago em nome de Cinthia Galdino da silva"
"92394012715937650797611134031641";"50";"";"-9085";"transfer/5577626092568576";"5504";"2024-10-16T08:39:47.262002+00:00";"6039818934943744";"1727802877093x896175519671915400";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"30240152104122099197575528276882";"200";"invoice|invoice #1234";"9583";"boleto/6193947871281152";"14639";"2024-10-16T08:31:10.967154+00:00";"starkbank";"Ym9sZXRvLzYxOTM5NDc4NzEyODExNTI=";"6039818934943744";"Boleto pago em nome de leila maria prado"
"76504207400901392509257729410126";"50";"";"-5502";"transfer/4562090739105792";"5256";"2024-10-12T08:40:56.137127+00:00";"6039818934943744";"1728685222339x538402081452689100";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"30290197196058024569303185678476";"50";"";"-5502";"transfer/4976211754221568";"10808";"2024-10-12T08:40:56.137127+00:00";"6039818934943744";"1728685379972x784085833788395100";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"99783636147445436360901139670948";"200";"invoice|invoice #1234";"6000";"boleto/6071064931074048";"16360";"2024-10-12T08:40:42.305341+00:00";"starkbank";"Ym9sZXRvLzYwNzEwNjQ5MzEwNzQwNDg=";"6039818934943744";"Boleto pago em nome de Fabiane Alves"
"65364745151163534825139511528327";"200";"invoice|invoice #1234";"6000";"boleto/4809588241072128";"10560";"2024-10-12T08:40:42.305341+00:00";"starkbank";"Ym9sZXRvLzQ4MDk1ODgyNDEwNzIxMjg=";"6039818934943744";"Boleto pago em nome de Fabiane Alves"
"49609853312333383737707418798631";"50";"";"-12135";"transfer/4805676554518528";"4760";"2024-10-12T08:36:26.004581+00:00";"6039818934943744";"1725103140138x121790081956534740";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"18193796436098970627150145351121";"200";"invoice|invoice #1234";"12633";"boleto/6234890016129024";"16945";"2024-10-12T08:31:20.812966+00:00";"starkbank";"Ym9sZXRvLzYyMzQ4OTAwMTYxMjkwMjQ=";"6039818934943744";"Boleto pago em nome de JESSICA NAOMI AKUTAGAWA"
"68584788040772059766931379930692";"50";"";"-12002";"transfer/6403472067919872";"4512";"2024-10-11T08:42:20.453938+00:00";"6039818934943744";"1724271508925x193442899326755400";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"71009701423727642734546172689316";"200";"invoice|invoice #1234";"12500";"boleto/6213265426219008";"16564";"2024-10-11T08:41:08.864647+00:00";"starkbank";"Ym9sZXRvLzYyMTMyNjU0MjYyMTkwMDg=";"6039818934943744";"Boleto pago em nome de Leticia de Oliveira da Silva"
"61365148847766865204800848799797";"50";"";"-9601";"transfer/5858039138615296";"4264";"2024-10-10T08:40:35.841941+00:00";"6039818934943744";"1726519935191x889772650016820400";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"63163103862954164436614667838387";"200";"invoice|invoice #1234";"10000";"boleto/5314047316590592";"13915";"2024-10-10T08:40:26.186486+00:00";"starkbank";"Ym9sZXRvLzUzMTQwNDczMTY1OTA1OTI=";"6039818934943744";"Boleto pago em nome de Carla Marley de Santana Abreu"
"27337370557536879967274191229069";"50";"";"-8252";"transfer/5686753494040576";"4115";"2024-10-09T08:40:54.043655+00:00";"6039818934943744";"1727881866028x772982893969951500";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"41310971295358175714766339835034";"200";"invoice|invoice #1234";"8750";"boleto/5591613571072000";"12417";"2024-10-09T08:40:43.631560+00:00";"starkbank";"Ym9sZXRvLzU1OTE2MTM1NzEwNzIwMDA=";"6039818934943744";"Boleto pago em nome de Neiva Fernandes de Almeida"
"64248560762615820559850367310925";"50";"";"-23548";"transfer/4903274149838848";"3867";"2024-10-08T09:03:26.702097+00:00";"6039818934943744";"1724172245876x793092086761975000";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"43870194763017567522780734792182";"200";"invoice|invoice #1234";"24046";"boleto/5769436994732032";"27465";"2024-10-08T08:40:47.361184+00:00";"starkbank";"Ym9sZXRvLzU3Njk0MzY5OTQ3MzIwMzI=";"6039818934943744";"Boleto pago em nome de Cezar Augusto de Oliveira de Jesus"
"73803962985546564894509005048325";"50";"";"-9002";"transfer/6469951182340096";"3619";"2024-10-05T08:40:56.110510+00:00";"6039818934943744";"1725646715942x336083484335643500";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"29503002499423539809718305419267";"200";"invoice|invoice #1234";"9500";"boleto/5563808254787584";"12671";"2024-10-05T08:40:38.807589+00:00";"starkbank";"Ym9sZXRvLzU1NjM4MDgyNTQ3ODc1ODQ=";"6039818934943744";"Boleto pago em nome de Livia Alves Pereira"
"76653337732225897439102277713950";"50";"";"-26652";"transfer/4836785958944768";"3371";"2024-10-05T08:37:50.815318+00:00";"6039818934943744";"1727121966839x692697976729647500";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"62623327941918695972420046659952";"50";"";"-4502";"transfer/4805069118636032";"30073";"2024-10-05T08:36:38.218646+00:00";"6039818934943744";"1725381925243x754153857709542800";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"22362241161358256135263183289880";"200";"invoice|invoice #1234";"27150";"boleto/6426526658592768";"34625";"2024-10-05T08:31:26.668645+00:00";"starkbank";"Ym9sZXRvLzY0MjY1MjY2NTg1OTI3Njg=";"6039818934943744";"Boleto pago em nome de Cinthia Galdino da silva"
"79676251307636498947714628588190";"200";"invoice|invoice #1234";"5000";"boleto/5200136512733184";"7675";"2024-10-05T08:31:06.804875+00:00";"starkbank";"Ym9sZXRvLzUyMDAxMzY1MTI3MzMxODQ=";"6039818934943744";"Boleto pago em nome de Shirley Maria Correia"
"24093102451191977020365212856107";"50";"";"-7502";"transfer/5753195379818496";"2875";"2024-10-04T08:38:58.898090+00:00";"6039818934943744";"1727968684780x701626872469389300";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"62513138006429383948037798372391";"200";"invoice|invoice #1234";"8000";"boleto/6344677802377216";"10427";"2024-10-04T08:31:06.097998+00:00";"starkbank";"Ym9sZXRvLzYzNDQ2Nzc4MDIzNzcyMTY=";"6039818934943744";"Boleto pago em nome de Alexia Vitória Pereira Simão "
"63529291956144390981497862941613";"50";"";"-9502";"transfer/6495308167512064";"7045";"2024-11-02T08:44:16.360555+00:00";"6039818934943744";"1727200573283x570091543993917800";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"38246227583478942274665216213995";"200";"invoice|invoice #1234";"10000";"boleto/4506724100734976";"16597";"2024-11-02T08:30:30.952968+00:00";"starkbank";"Ym9sZXRvLzQ1MDY3MjQxMDA3MzQ5NzY=";"6039818934943744";"Boleto pago em nome de Giovana do Nascimento do Prado"
"17447134128175879297789907160325";"50";"";"-6041";"transfer/5443945270607872";"6797";"2024-11-01T08:42:48.125372+00:00";"6039818934943744";"1726583920704x119344025143945260";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"48673697312391519774126196148120";"50";"";"-11502";"transfer/5327710703321088";"12888";"2024-11-01T08:40:47.961504+00:00";"6039818934943744";"1729105552967x469342678887396030";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"47770331907604263682918902989754";"50";"";"-7002";"transfer/6379492226891776";"24440";"2024-11-01T08:40:46.732653+00:00";"6039818934943744";"1727877729305x221847239498709220";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"23866230591659064952339300658539";"200";"invoice|invoice #1234";"12000";"boleto/4859100422733824";"31492";"2024-11-01T08:40:29.210044+00:00";"starkbank";"Ym9sZXRvLzQ4NTkxMDA0MjI3MzM4MjQ=";"6039818934943744";"Boleto pago em nome de Beatriz Orlanda da Costa Teixeira"
"98997161893426957820849621798454";"200";"invoice|invoice #1234";"7500";"boleto/4513325826179072";"19692";"2024-11-01T08:40:29.210044+00:00";"starkbank";"Ym9sZXRvLzQ1MTMzMjU4MjYxNzkwNzI=";"6039818934943744";"Boleto pago em nome de Brenda emanuelle santos de souza"
"23545403542790664868551652493119";"200";"invoice|invoice #1234";"6440";"boleto/6145054332682240";"12392";"2024-11-01T08:31:05.822216+00:00";"starkbank";"Ym9sZXRvLzYxNDUwNTQzMzI2ODIyNDA=";"6039818934943744";"Boleto pago em nome de Simone Maria da Costa"
"98865750982317326387295633742566";"2130";"fee";"0";"boleto-issuing";"6152";"2024-10-31T21:06:36.079412+00:00";"6039818934943744";"6039818934943744/boleto/2024-10/2130";"starkbank";"Tarifa por 142 Boletos(s) processado(s) de 30/09/2024 a 30/10/2024"
"88531612788925241385644492228966";"50";"";"-9637";"transfer/5567594558914560";"8282";"2024-10-31T08:35:48.801286+00:00";"6039818934943744";"1725020454994x861867087374791200";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"76091080208913613148655832850265";"200";"invoice|invoice #1234";"10135";"boleto/5190806451257344";"17969";"2024-10-31T08:30:37.360387+00:00";"starkbank";"Ym9sZXRvLzUxOTA4MDY0NTEyNTczNDQ=";"6039818934943744";"Boleto pago em nome de Fernanda Alexandre dos Santos"
"99783655022711010569058011218057";"50";"";"-5002";"transfer/5344559994241024";"8034";"2024-10-29T09:01:55.582826+00:00";"6039818934943744";"1727193927315x300637231387881150";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"89895330637913551434500153063008";"200";"invoice|invoice #1234";"5500";"boleto/6619569063985152";"13086";"2024-10-29T08:41:02.670643+00:00";"starkbank";"Ym9sZXRvLzY2MTk1NjkwNjM5ODUxNTI=";"6039818934943744";"Boleto pago em nome de Ana paula do nascimento serafim"
"13321927269984425114174175448238";"50";"";"-12167";"transfer/5804261752438784";"7786";"2024-10-26T08:39:29.494638+00:00";"6039818934943744";"1724692106032x941110899935524900";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"85190994507479119372115029744978";"200";"invoice|invoice #1234";"12665";"boleto/5363335287537664";"20003";"2024-10-26T08:31:05.265624+00:00";"starkbank";"Ym9sZXRvLzUzNjMzMzUyODc1Mzc2NjQ=";"6039818934943744";"Boleto pago em nome de Alexia Vitória Pereira Simão "
"71206304686933642161659979704365";"50";"";"-17502";"transfer/6371016510013440";"7538";"2024-10-25T08:41:29.614090+00:00";"6039818934943744";"1729205152985x283467998107273630";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"82388771021663938770524906079561";"200";"invoice|invoice #1234";"18000";"boleto/6555334254526464";"25090";"2024-10-25T08:41:04.313527+00:00";"starkbank";"Ym9sZXRvLzY1NTUzMzQyNTQ1MjY0NjQ=";"6039818934943744";"Boleto pago em nome de Graciela Silva de moraes"
"80509580521553911277123167627909";"50";"";"-16502";"transfer/6298797507346432";"7290";"2024-10-23T08:40:31.382791+00:00";"6039818934943744";"1729092980314x746027967532263800";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
"82843861621898560454464152290900";"200";"invoice|invoice #1234";"17000";"boleto/5299057612292096";"23842";"2024-10-23T08:40:20.926905+00:00";"starkbank";"Ym9sZXRvLzUyOTkwNTc2MTIyOTIwOTY=";"6039818934943744";"Boleto pago em nome de Letícia Pereira Sales "
"42549818098639052046944919497066";"50";"";"-5601";"transfer/5549706825433088";"7042";"2024-10-23T08:37:33.668747+00:00";"6039818934943744";"1726588346576x381714083343517500";"starkbank";"Fly Clínica de Estética e Emagrecimento (56.080.416/0001-11)"
